stage,model,accuracy,precision,recall,f1,roc_auc
optimized,XGBoost,0.847913862718708,0.211214953271028,0.7902097902097902,0.3333333333333333,0.8970700561368642
optimized,RF,0.9094885598923284,0.2857142857142857,0.5874125874125874,0.3844393592677345,0.8919964800134472
optimized,LR,0.8021534320323015,0.1742313323572474,0.8321678321678322,0.288135593220339,0.891864233327648
optimized,LightGBM,0.9010767160161508,0.2587859424920127,0.5664335664335665,0.3552631578947368,0.8813401162287695
